"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
1138;1138;"1.5.0";"Gitalk is a modern comment component based on Github Issue and Preact.";"https://github.com/gitalk/gitalk";"https://gitalk.github.io";"2019-02-07 15:24:17";"2019-02-07 15:24:17"
1139;1139;"1.15.1";"A JavaScript library to draw pretty git graphs in the browser";"https://github.com/nicoespeon/gitgraph.js";"http://gitgraphjs.com/";"2019-02-07 15:24:17";"2019-02-07 15:24:17"
1140;1140;"3.0.0";"A higher-level wrapper around the Github API.";"git://github.com/michael/github.git";;"2019-02-07 15:24:18";"2019-02-07 15:24:18"
1141;1141;"1.3.1";"Embed your GitHub contributions calendar anywhere.";"git+ssh://git@github.com/IonicaBizau/github-calendar.git";;"2019-02-07 15:24:18";"2019-02-07 15:24:18"
1142;1142;"0.2.2";"A CSS-only, resolution-independent 'Fork me on GitHub' ribbon.";"git://github.com/simonwhitaker/github-fork-ribbon-css/";"https://simonwhitaker.github.io/github-fork-ribbon-css/";"2019-02-07 15:24:19";"2019-02-07 15:24:19"
1143;1143;"3.0.1";"The minimal amount of CSS to replicate the GitHub Markdown style";"https://github.com/sindresorhus/github-markdown-css";"https://sindresorhus.com/github-markdown-css/";"2019-02-07 15:24:19";"2019-02-07 15:24:19"
1144;1144;"1.2.10";"A JavaScript library for fetching and rendering in HTML the members of a GitHub organization.";"https://github.com/IonicaBizau/github-org-members.js";;"2019-02-07 15:24:20";"2019-02-07 15:24:20"
1145;1145;"e23d85ab8f";"GitHub jQuery Repo Widget will build you a beautiful widget that displays the status of your GitHub repo.";"https://github.com/JoelSutherland/GitHub-jQuery-Repo-Widget.git";;"2019-02-07 15:24:20";"2019-02-07 15:24:20"
1146;1146;"1.3.3";"An embeddable Gitter client.";"https://github.com/gitterHQ/sidecar";"https://sidecar.gitter.im/";"2019-02-07 15:24:21";"2019-02-07 15:24:21"
1147;1147;"2.8.1";"Javascript Matrix and Vector library for High Performance WebGL apps";"https://github.com/toji/gl-matrix.git";;"2019-02-07 15:24:21";"2019-02-07 15:24:21"
1148;1148;"3.0.0-3";"inline css for component systems";"https://github.com/threepointone/glamor";;"2019-02-07 15:24:22";"2019-02-07 15:24:22"
1149;1149;"5.0.0";"React component styling solved";"https://github.com/paypal/glamorous.git";;"2019-02-07 15:24:23";"2019-02-07 15:24:23"
1150;1150;"3.2.5";"Simple, lightweight and fast jQuery slider";"https://github.com/jedrzejchalubek/Glide.js.git";"http://glide.jedrzejchalubek.com";"2019-02-07 15:24:24";"2019-02-07 15:24:24"
1151;1151;"0.0.7";"Detects if the mouse of a user leaves the viewport / document borders of your website — and when this happens, trigger your callback";"https://github.com/luisvinicius167/gliojs.git";"http://luisvinicius167.github.io/gliojs";"2019-02-07 15:24:24";"2019-02-07 15:24:24"
1152;1152;"1.4.0";"A JavaScript library for internationalization and localization that leverage the official Unicode CLDR JSON data.";"git://github.com/jquery/globalize.git";;"2019-02-07 15:24:25";"2019-02-07 15:24:25"
1153;1153;"0.9.1";"JavaScript API for Gmail (useful for chrome extensions)";"https://github.com/KartikTalwar/gmail.js.git";;"2019-02-07 15:24:25";"2019-02-07 15:24:25"
1154;1154;"7.2.0";"jQuery plugin to generate Google Maps";"git://github.com/jbdemonte/gmap3.git";;"2019-02-07 15:24:26";"2019-02-07 15:24:26"
1155;1155;"0.4.25";"the easiest way to use Google Maps";"https://github.com/hpneo/gmaps";"http://hpneo.github.io/gmaps/";"2019-02-07 15:24:26";"2019-02-07 15:24:26"
1156;1156;"2.1.2";"Enables easy Google map + overlays creation";"git://github.com/apneadiving/Google-Maps-for-Rails.git";"http://apneadiving.github.io/";"2019-02-07 15:24:27";"2019-02-07 15:24:27"
1157;1157;"1.0";"Animated progress bar using jQuery to show how close you are to reaching your goal.";"https://github.com/tinacious/goalProgress.git";"http://tinacious.github.io/goalProgress/";"2019-02-07 15:24:27";"2019-02-07 15:24:27"
1158;1158;"3.6.2";"CSS for layout standardization and usability of web applications";"git+https://github.com/1000tech/godlike.css.git";;"2019-02-07 15:24:28";"2019-02-07 15:24:28"
1159;1159;"2.0.1";"Interactive diagrams, charts, and graphs, such as trees, flowcharts, orgcharts, UML, BPMN, or business diagrams";"git+https://github.com/NorthwoodsSoftware/GoJS.git";"http://gojs.net";"2019-02-07 15:24:28";"2019-02-07 15:24:28"
1160;1160;"1.5.9";"A multi-screen javascript Layout manager";"https://github.com/deepstreamIO/golden-layout.git";"https://golden-layout.com";"2019-02-07 15:24:29";"2019-02-07 15:24:29"
1161;1161;"5.1.1";"Useful jQuery plugin that will help your website visitors share a link on social networks and microblogs or mobile messengers. Easy to install and configuring on any of your website!";"https://github.com/enjoyiacm/goodshare.js.git";"http://goodshare.ru/";"2019-02-07 15:24:30";"2019-02-07 15:24:30"
1162;1162;"0.9.10";"GorillaScript is a compile-to-JavaScript language designed to empower the user while attempting to prevent some common errors.";"https://github.com/ckknight/gorillascript";"http://ckknight.github.io/gorillascript";"2019-02-07 15:24:30";"2019-02-07 15:24:30"
1163;1163;"0.0.3";"Copy to clipboard for modern browsers in less than 1kb.";"https://github.com/callmecavs/gotem";;"2019-02-07 15:24:31";"2019-02-07 15:24:31"
1164;1164;"1.10.4";"GPU Accelerated JavaScript";"git+https://github.com/gpujs/gpu.js.git";"http://gpu.rocks/";"2019-02-07 15:24:31";"2019-02-07 15:24:31"
1165;1165;"1.0.10";"This JavaScript library produces complimentary gradients generated from the top 2 dominant colours in supplied images";"https://github.com/benhowdle89/grade.git";"http://benhowdle.im/grade";"2019-02-07 15:24:32";"2019-02-07 15:24:32"
1166;1166;"1.2.2";"Reveal CSS animation as you scroll down a page.";"git://github.com/graingert/WOW.git";"https://graingert.co.uk/WOW/";"2019-02-07 15:24:32";"2019-02-07 15:24:32"
1167;1167;"2.0.0";"Create fluid and interactive gradients animations with this small js library.";"https://github.com/sarcadass/granim.js";"https://sarcadass.github.io/granim.js/";"2019-02-07 15:24:33";"2019-02-07 15:24:33"
1168;1168;"0.14.52";"Free and Open Source Web Builder Framework";"https://github.com/artf/grapesjs.git";"https://grapesjs.com";"2019-02-07 15:24:34";"2019-02-07 15:24:34"
1169;1169;"0.5.1";"gRaphael's goal is to help you create stunning charts on your website. It is based on Raphaël graphics library.";"https://github.com/DmitryBaranovskiy/g.raphael/";"http://g.raphaeljs.com/";"2019-02-07 15:24:34";"2019-02-07 15:24:34"
1170;1170;"1.2.1";"JavaScript Graph Layouting and Drawing";"git://github.com/strathausen/dracula.git";"https://www.graphdracula.net";"2019-02-07 15:24:35";"2019-02-07 15:24:35"
1171;1171;"1.3.6";"A lightweight Javascript graphics library with the intuitive API, based on SVG/VML technology";"git+https://github.com/AnyChart/graphicsjs.git";"http://www.graphicsjs.org/";"2019-02-07 15:24:35";"2019-02-07 15:24:35"
1172;1172;"0.12.0";"An graphical interactive in-browser GraphQL IDE.";"https://github.com/graphql/graphiql.git";;"2019-02-07 15:24:36";"2019-02-07 15:24:36"
1173;1173;"1.2.3";"A CSS grid framework using Flexbox.";"https://github.com/1000ch/grd";"https://1000ch.github.io/grd";"2019-02-07 15:24:37";"2019-02-07 15:24:37"
1174;1174;"0.1.0";"A monkey testing library written in JavaScript, for Node.js and the browser. Use it to check the robustness of web applications by unleashing a horde of undisciplined gremlins.";"https://github.com/marmelab/gremlins.js";;"2019-02-07 15:24:38";"2019-02-07 15:24:38"
1175;1175;"1.4.2";"A jQuery plugin that displays a thumbnail grid expanding preview similar to the effect seen on Google Images.";"https://github.com/oriongunning/gridder.git";"http://oriongunning.github.io/gridder/";"2019-02-07 15:24:38";"2019-02-07 15:24:38"
1176;1176;"0.8.2";"Griddle - A fast and flexible grid component for React.";"git://github.com/GriddleGriddle/Griddle.git";"https://griddlegriddle.github.io/Griddle/";"2019-02-07 15:24:40";"2019-02-07 15:24:40"
1177;1177;"1.0.10";"Data entry can be beautiful";"git://github.com/kumailht/gridforms.git";;"2019-02-07 15:24:40";"2019-02-07 15:24:40"
1178;1178;"2.0.3";"Async responsive HTML grids";"https://github.com/nix23/gridifier";"http://gridifier.io/";"2019-02-07 15:24:41";"2019-02-07 15:24:41"
1179;1179;"2.7.1";"Just a Flexbox Grid System";"git@github.com:devlint/gridlex.git";;"2019-02-07 15:24:41";"2019-02-07 15:24:41"
1180;1180;"1.4.13";"The minimal (~157 bytes) grid system for modern browsers.";"git+ssh://git@github.com/IonicaBizau/gridly.git";;"2019-02-07 15:24:42";"2019-02-07 15:24:42"
1181;1181;"0.4.0";"gridstack.js is a jQuery plugin for widget layout";"https://github.com/troolee/gridstack.js.git";;"2019-02-07 15:24:43";"2019-02-07 15:24:43"
1182;1182;"1.1.3";"Grommet UI and example server for searching, filtering, and displaying mass quantities of items.";"https://github.com/grommet/grommet-index.git";"http://index.grommet.io";"2019-02-07 15:24:43";"2019-02-07 15:24:43"
1183;1183;"2.3.1";"The most advanced UX framework for enterprise applications.";"https://github.com/grommet/grommet.git";"https://grommet.github.io/";"2019-02-07 15:24:44";"2019-02-07 15:24:44"
1220;1220;"7.0.3";"Highcharts is a charting library written in pure JavaScript, offering an easy way of adding interactive charts to your web site or web application. Highcharts currently supports line, spline, area, areaspline, column, bar, pie and scatter chart types. Highcharts is NOT free for commercial use.  See the license here: http://highcharts.com/license";"https://github.com/highcharts/highcharts.git";"https://highcharts.com/";"2019-02-07 15:25:07";"2019-02-07 15:25:07"
1221;1221;"2.0.0";"This jQuery plugin provides a simple way to convert HTML data tables to Highcharts graphs.";"git@github.com:highchartTable/jquery-highchartTable-plugin.git";"http://highcharttable.org";"2019-02-07 15:25:07";"2019-02-07 15:25:07"
1222;1222;"2.13.0";"The high-level streams library for Node.js and the browser";"https://github.com/caolan/highland";"http://highlandjs.org/";"2019-02-07 15:25:08";"2019-02-07 15:25:08"
1223;1223;"9.14.2";"Syntax highlighting with language autodetection.";"https://github.com/isagalaev/highlight.js";"http://highlightjs.org";"2019-02-07 15:25:09";"2019-02-07 15:25:09"
1184;1184;"2.0.2";"Think of GSAP as the Swiss Army Knife of animation...but better. It animates anything JavaScript can touch (CSS properties, canvas library objects, SVG, generic objects, whatever) and it solves lots of browser inconsistencies, all with blazing speed (up to 20x faster than jQuery). See http://greensock.com/why-gsap/ for details. Other libraries like jQuery, Velocity, Transit, and Zepto only tween CSS properties. Plus, their sequencing abilities and runtime controls pale by comparison. Simply put, GSAP is the most flexible high-performance animation library on the planet. And unlike monolithic frameworks like Famo.us or Angular that dictate how you structure your apps, GSAP simply owns the animation layer; sprinkle it wherever you want. GSAP stands for the GreenSock Animation Platform. There's a jQuery plugin that hijacks the native jQuery.animate() method so that animations perform much better and additional properties can be tweened, like colors, transforms (2D and 3D), boxShadow, borderRadius, clip, and lots more. GSAP has no dependencies on jQuery or other libraries. See http://greensock.com/gsap/ for details.";"https://github.com/greensock/GreenSock-JS";"http://www.greensock.com/gsap-js/";"2019-02-07 15:24:45";"2019-02-07 15:24:45"
1185;1185;"2.0.0";"GSS styling engine";"git://github.com/gss/engine.git";;"2019-02-07 15:24:46";"2019-02-07 15:24:46"
1186;1186;"1.5.1";"Guard your forms with class (or any other selector).";"git://github.com/on-site/guards.js.git";"http://guardsjs.com/";"2019-02-07 15:24:46";"2019-02-07 15:24:46"
1187;1187;"3.8.5";"The streaming build system";"https://github.com/gulpjs/gulp.git";"http://gulpjs.com";"2019-02-07 15:24:47";"2019-02-07 15:24:47"
1188;1188;"2.6.4";"A Flexible, Responsive CSS Framework.";"https://github.com/GumbyFramework/Gumby.git";"http://gumbyframework.com/";"2019-02-07 15:24:48";"2019-02-07 15:24:48"
1189;1189;"3.5.1";"A simple, framework-agnostic scrollspy script.";"http://github.com/cferdinandi/gumshoe";;"2019-02-07 15:24:48";"2019-02-07 15:24:48"
1190;1190;"0.4.1";"Experimental data fetching and state library geared towards ReactJS";"git+https://github.com/WRidder/gyrejs.git";"http://gyre.js.org";"2019-02-07 15:24:49";"2019-02-07 15:24:49"
1191;1191;"0.9.0";"HTML5 form validation";"https://github.com/ericelliott/h5Validate.git";"http://ericleads.com/h5validate/";"2019-02-07 15:24:49";"2019-02-07 15:24:49"
1192;1192;"3.003";"A typeface designed for source code";"git+https://github.com/source-foundry/Hack.git";"https://sourcefoundry.org/hack/";"2019-02-07 15:24:50";"2019-02-07 15:24:50"
1193;1193;"0.8.1";"Dead simple CSS framework.";"https://github.com/egoist/hack.git";"http://hackcss.com";"2019-02-07 15:24:50";"2019-02-07 15:24:50"
1194;1194;"1.1.1";"Simple rich text editor";"https://github.com/bergie/hallo";"http://hallojs.org/";"2019-02-07 15:24:51";"2019-02-07 15:24:51"
1195;1195;"1.1.3";"Collection of tasty CSS-animated hamburger icons. Includes Sass files (modular and customizable), so cook up your own hamburger.";"git+https://github.com/jonsuh/hamburgers.git";;"2019-02-07 15:24:52";"2019-02-07 15:24:52"
1196;1196;"1.1.0";"A fast click based on the touch-action css property";"git://github.com/hammerjs/hammer-time.git";"https://hammerjs.github.io/";"2019-02-07 15:24:52";"2019-02-07 15:24:52"
1197;1197;"2.0.8";"A javascript library for multi-touch gestures";"https://github.com/hammerjs/hammer.js.git";"http://eightmedia.github.com/hammer.js/";"2019-02-07 15:24:53";"2019-02-07 15:24:53"
1198;1198;"1.1.3";"A standalone javascript library for cross-browser mouse wheel support.";"git+ssh://git@github.com/monospaced/hamster.js.git";"http://monospaced.github.io/hamster.js/";"2019-02-07 15:24:53";"2019-02-07 15:24:53"
1199;1199;"3.3.0";"The CSS typography framework optimised for Hanzi";"git://github.com/ethantw/Han.git";"http://css.hanzi.co/";"2019-02-07 15:24:54";"2019-02-07 15:24:54"
1200;1200;"1.3.11";"Hand.js is a polyfill for pointer events.";"git://github.com/deltakosh/handjs.git";;"2019-02-07 15:24:54";"2019-02-07 15:24:54"
1201;1201;"4.1.0";"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration";"https://github.com/wycats/handlebars.js";"http://www.handlebarsjs.com";"2019-02-07 15:24:55";"2019-02-07 15:24:55"
1202;1202;"6.2.2";"Spreadsheet-like data grid editor that provides copy/paste functionality compatible with Excel/Google Docs";"https://github.com/handsontable/handsontable";"http://handsontable.com/";"2019-02-07 15:24:55";"2019-02-07 15:24:55"
1203;1203;"1.2.0";"Hasher is a set of JavaScript functions to control browser history for rich-media websites and applications";"git://github.com/millermedeiros/Hasher.git";;"2019-02-07 15:24:56";"2019-02-07 15:24:56"
1204;1204;"6";"A little tool that inserts a layout grid in web pages, allows you to hold it in place, and toggle between displaying it in the foreground or background.";"https://github.com/dotjay/hashgrid";"http://hashgrid.com/";"2019-02-07 15:24:56";"2019-02-07 15:24:56"
1205;1205;"1.15.0";"Http Adaptive Streaming javascript player based on HTML5 premium extensions (MSE/EME)";"https://github.com/Orange-OpenSource/hasplayer.js.git";;"2019-02-07 15:24:57";"2019-02-07 15:24:57"
1206;1206;"1.3.6";"Live Query utilizes the power of jQuery selectors by firing callbacks for matched elements auto-magically, even after the page has been loaded and the DOM updated.";"git://github.com/hazzik/livequery.git";;"2019-02-07 15:24:57";"2019-02-07 15:24:57"
1207;1207;"1.2.0";"A robust HTML entities encoder/decoder with full Unicode support.";"https://github.com/mathiasbynens/he";"http://mths.be/he";"2019-02-07 15:24:58";"2019-02-07 15:24:58"
1208;1208;"1.2.4";"An on-demand sticky header";"https://github.com/markgoodyear/headhesive.js";"http://markgoodyear.com/labs/headhesive";"2019-02-07 15:24:58";"2019-02-07 15:24:58"
1209;1209;"1.0.3";"HeadJS: Responsive Design, Feature Detections & Asset Loading. The only script in your <HEAD>";"https://github.com/headjs/headjs";"http://headjs.com";"2019-02-07 15:24:59";"2019-02-07 15:24:59"
1210;1210;"0.9.4";"Give your page some headroom. Hide your header until you need it";"https://github.com/WickyNilliams/headroom.js";"http://wicky.nillia.ms/headroom.js";"2019-02-07 15:25:00";"2019-02-07 15:25:00"
1211;1211;"0.9.4";"Customizable replacement for html select (not only) with events, callbacks, themes and much more.";"git+https://github.com/FilipBartos/heapbox.git";;"2019-02-07 15:25:00";"2019-02-07 15:25:00"
1212;1212;"1.2.3";"Simple heatmap api based on HTML5 canvas.";"git://github.com/sunng87/heatcanvas.git";"https://sunng87.github.io/heatcanvas";"2019-02-07 15:25:01";"2019-02-07 15:25:01"
1213;1213;"2.0.2";"Dynamic JavaScript Heatmaps for the Web";"git://github.com/pa7/heatmap.js.git";"https://www.patrick-wied.at/static/heatmapjs/";"2019-02-07 15:25:01";"2019-02-07 15:25:01"
1214;1214;"1.1";"javascript tool to scan your site and show unused CSS";"git://github.com/geuis/helium-css.git";;"2019-02-07 15:25:02";"2019-02-07 15:25:02"
1215;1215;"2.0.0-4";"A clientside Javascript library for standardizing requests to OAuth2 web services (and OAuth1 - with a shim)";"git://github.com/MrSwitch/hello.js";;"2019-02-07 15:25:03";"2019-02-07 15:25:03"
1216;1216;"0.8.0";"A simple, yet customizable live search jQuery plugin.";"https://github.com/vdw/HideSeek.git";;"2019-02-07 15:25:03";"2019-02-07 15:25:03"
1217;1217;"2.1.1";"Easily reveal or hide password field contents via JavaScript or a nifty inner toggle button. Supports touch quite nicely!";"https://github.com/cloudfour/hideShowPassword.git";"http://cloudfour.github.io/hideShowPassword/";"2019-02-07 15:25:04";"2019-02-07 15:25:04"
1218;1218;"1.4.8";"Highcharts plugin to export the chart data to CSV, XLS or HTML table";"https://github.com/highcharts/export-csv";"http://www.highcharts.com/plugin-registry/single/7/Export-CSV";"2019-02-07 15:25:04";"2019-02-07 15:25:04"
1219;1219;"1.2.1";"AngularJS directive for Highcharts";"https://github.com/pablojim/highcharts-ng.git";;"2019-02-07 15:25:05";"2019-02-07 15:25:05"
1224;1224;"1.0.0";"Highlighter.js is a tiny (pure javascript) library to allow you to navigate, select and highlight DOM elements.";"https://github.com/720kb/highlighter.js.git";"https://720kb.github.io/highlighter.js/";"2019-02-07 15:25:10";"2019-02-07 15:25:10"
1225;1225;"2.6.0";"Highlight.js line numbers plugin.";"https://github.com/wcoder/highlightjs-line-numbers.js.git";;"2019-02-07 15:25:10";"2019-02-07 15:25:10"
1226;1226;"6.0.3";"Highmaps is Highcharts for geo maps. Mainly choropleth maps where the color intensity relates to some value of a geographic area, but Highmaps also supports different features like lines (roads, rivers etc.) and points (cities, points of interest) and more. Highmaps comes in two flavors, either as a standalone JavaScript file, or as a plugin for Highcharts. Highmaps is NOT free for commercial use.  See the license and pricing here: http://shop.highsoft.com/highmaps.html";"https://github.com/highcharts/highcharts.git";"http://highcharts.com/";"2019-02-07 15:25:11";"2019-02-07 15:25:11"
1227;1227;"6.0.3";"Highstock lets you create stock or general timeline charts in pure JavaScript, including sophisticated navigation options like a small navigator series, preset date ranges, date picker, scrolling and panning. Highstock is NOT free for commercial use.  See the license here: http://shop.highsoft.com/highstock.html";"https://github.com/highcharts/highcharts";"http://highcharts.com/";"2019-02-07 15:25:13";"2019-02-07 15:25:13"
1228;1228;"0.9.5";"Declarative client-side inclusion for the Web";"https://github.com/mnot/hinclude";"http://mnot.github.com/hinclude/";"2019-02-07 15:25:13";"2019-02-07 15:25:13"
1229;1229;"2.5.1";"A tooltip library in CSS for your lovely websites.";"https://github.com/chinchang/hint.css";"http://kushagragour.in/lab/hint/";"2019-02-07 15:25:14";"2019-02-07 15:25:14"
1230;1230;"1.8";"History.js gracefully supports the HTML5 History/State APIs (pushState, replaceState, onPopState) in all browsers. Including continued support for data, titles, replaceState. Supports jQuery, MooTools and Prototype.  For HTML5 browsers this means that you can modify the URL directly, without needing to use hashes anymore. For HTML4 browsers it will revert back to using the old onhashchange functionality.";"https://github.com/browserstate/history.js.git";"https://github.com/browserstate/history.js/";"2019-02-07 15:25:15";"2019-02-07 15:25:15"
1231;1231;"4.7.2";"A minimal, functional history implementation for JavaScript";"https://github.com/mjackson/history.git";;"2019-02-07 15:25:15";"2019-02-07 15:25:15"
1232;1232;"5.2.0";"The HIW JavaScript API is designed to allow developers to access data stored within the HIW more easily, using JavaScript. By using the HIW JavaScript API, developers won't have to write much of the boilerplate code required to make calls to the HIW's RESTful Service, and it also provides helpful information, such as code-completion, as developers work with the HIW JavaScript API.";"git://github.com/HealthIndicators/js-api.git";"http://developers.healthindicators.gov";"2019-02-07 15:25:16";"2019-02-07 15:25:16"
1233;1233;"0.10.1";"JavaScript HLS client using MediaSourceExtension";"git://github.com/video-dev/hls.js";;"2019-02-07 15:25:16";"2019-02-07 15:25:16"
1234;1234;"3.0.2";"A mustache compiler.";"https://github.com/twitter/hogan.js.git";"http://twitter.github.com/hogan.js/";"2019-02-07 15:25:17";"2019-02-07 15:25:17"
1235;1235;"1.0.165";"An HTML5 and Flash video player with a common API and skin for both.";"https://github.com/hola/hola_player.git";"http://holacdn.com/player";"2019-02-07 15:25:18";"2019-02-07 15:25:18"
1236;1236;"5.10.2-27";"An HTML5 and Flash video player with a common API and skin for both. This is modified version to support HolaCDN.";"https://github.com/hola/video.js.git";"https://holacdn.com/player";"2019-02-07 15:25:19";"2019-02-07 15:25:19"
1237;1237;"2.9.6";"Holder uses SVG to render image placeholders entirely in browser.";"git://github.com/imsky/holder.git";"http://imsky.github.io/holder/";"2019-02-07 15:25:19";"2019-02-07 15:25:19"
1238;1238;"1.17.3";"Fast and easy searching inside a page.";"git+https://github.com/Haroenv/holmes.git";"https://haroen.me/holmes/";"2019-02-07 15:25:20";"2019-02-07 15:25:20"
1239;1239;"0.3.1";"A framework to make it easy for developers to add product tours to their pages.";"git://github.com/linkedin/hopscotch.git";;"2019-02-07 15:25:20";"2019-02-07 15:25:20"
1240;1240;"4.2.2";"Progressive and customizable autocomplete component";"https://github.com/bevacqua/horsey";"http://bevacqua.github.io/horsey/";"2019-02-07 15:25:21";"2019-02-07 15:25:21"
1241;1241;"2.3.1";"A collection of CSS3 powered hover effects to be applied to call to actions, buttons, logos, featured images and so on.";"https://github.com/IanLunn/Hover";"http://ianlunn.co.uk/";"2019-02-07 15:25:22";"2019-02-07 15:25:22"
1242;1242;"1.0";"An image manipulation and overlay plugin for jQuery";"git://github.com/iliasiovis/Hoverizr";"http://www.iliasiovis.com/hoverizr";"2019-02-07 15:25:23";"2019-02-07 15:25:23"
1243;1243;"2.1.1";"Javascript audio library for the modern web.";"git://github.com/goldfire/howler.js.git";"https://howlerjs.com/";"2019-02-07 15:25:23";"2019-02-07 15:25:23"
1244;1244;"2.0.36";"Hprose is a High Performance Remote Object Service Engine. It is a modern, lightweight, cross-language, cross-platform, object-oriented, high performance, remote dynamic communication middleware. It is not only easy to use, but powerful. You just need a little time to learn, then you can use it to easily construct cross language cross platform distributed application system.";"https://github.com/hprose/hprose-html5.git";"https://github.com/andot/hprose";"2019-02-07 15:25:24";"2019-02-07 15:25:24"
1245;1245;"1.0.2";"Tiny JavaScript plugin for gighlighting and replacing text in the dom";"https://github.com/mburakerman/hrjs.git";"https://mburakerman.github.io/hrjs/";"2019-02-07 15:25:25";"2019-02-07 15:25:25"
1246;1246;"0.3.1";"Get as many FPS as you need by rendering HTML/CSS in WebGL";"https://github.com/PixelsCommander/HTML-GL.git";;"2019-02-07 15:25:25";"2019-02-07 15:25:25"
1247;1247;"0.8.2";"HTML Inspector is a code quality tool to help you and your team write better markup. It's written in JavaScript and runs in the browser, so testing your HTML has never been easier.";"https://github.com/philipwalton/html-inspector.git";;"2019-02-07 15:25:26";"2019-02-07 15:25:26"
1248;1248;"3.6.0";"Highly configurable, well-tested, JavaScript-based HTML minifier.";"git+https://github.com/kangax/html-minifier.git";"https://kangax.github.io/html-minifier/";"2019-02-07 15:25:26";"2019-02-07 15:25:26"
1249;1249;"0.12.1";"An intuitive, extensible way to work directly with the DOM.";"git://github.com/nbubna/HTML.git";"http://nbubna.github.io/HTML/";"2019-02-07 15:25:27";"2019-02-07 15:25:27"
1250;1250;"0.4.1";"Screenshots with JavaScript";"https://github.com/niklasvh/html2canvas.git";"http://html2canvas.hertzen.com/";"2019-02-07 15:25:27";"2019-02-07 15:25:27"
1251;1251;"0.9.1";"Client-side HTML-to-PDF rendering using pure JS";"https://github.com/eKoopmans/html2pdf.js.git";"https://ekoopmans.github.io/html2pdf.js";"2019-02-07 15:25:28";"2019-02-07 15:25:28"
1252;1252;"3.2.1";"HTML5 mockups of popular devices, to showcase your portfolio and spice up your website.";"https://github.com/pixelsign/html5-device-mockups.git";"https://pixelsign.github.io/html5-device-mockups/";"2019-02-07 15:25:29";"2019-02-07 15:25:29"
1253;1253;"4.2.10";"HTML5 History API expansion for browsers not supporting pushState, replaceState";"git://github.com/devote/HTML5-History-API.git";;"2019-02-07 15:25:30";"2019-02-07 15:25:30"
1254;1254;"1.1.8";"html5media enables <video> and <audio> tags in all major browsers";"https://github.com/etianen/html5media.git";"http://html5media.info/";"2019-02-07 15:25:31";"2019-02-07 15:25:31"
1255;1371;"0.7.11";"jQuery.iviewer is an jQuery UI widget responsible for image view control with zoom control and a possibility to move image in area by the mouse.";"git://github.com/can3p/iviewer.git";"http://test.dpetroff.ru/jquery.iviewer/test/";"2019-02-07 15:25:32";"2019-02-07 15:25:32"
1256;1255;"3.0.0";"Notification polyfill";"https://github.com/ttsvetko/HTML5-Desktop-Notifications.git";;"2019-02-07 15:25:32";"2019-02-07 15:25:32"
1257;1256;"3.7.3";"html5shiv is an HTML5 JavaScript shim for IE to recognise and style the HTML5 elements";"https://github.com/aFarkas/html5shiv.git";;"2019-02-07 15:25:33";"2019-02-07 15:25:33"
1258;1257;"0.9.8";"Lightweight jQuery plugin to create sortable lists and grids using native HTML5 drag and drop API.";"https://github.com/voidberg/html5sortable";;"2019-02-07 15:25:33";"2019-02-07 15:25:33"
1259;1258;"1.7.3";"Tooltips with smooth 3D animation.";"https://github.com/ytiurin/html5tooltipsjs.git";"https://ytiurin.github.io/html5tooltipsjs/";"2019-02-07 15:25:34";"2019-02-07 15:25:34"
1260;1259;"4.3.1";"Compose HTTP clients using JavaScript's fetch API";"git+https://github.com/mjackson/http-client.git";;"2019-02-07 15:25:34";"2019-02-07 15:25:34"
1261;1260;"3.2.2";"A simple, modern, browser notification system";"https://github.com/wavded/humane-js";"http://wavded.github.com/humane-js/";"2019-02-07 15:25:35";"2019-02-07 15:25:35"
1262;1261;"3.17.0";"Convert millisecond durations to English and many other languages.";"git://github.com/EvanHahn/HumanizeDuration.js.git";"https://evanhahn.github.io/HumanizeDuration.js/";"2019-02-07 15:25:35";"2019-02-07 15:25:35"
1263;1262;"1.8.2";"A simple utility library for making the web more humane.";"https://github.com/HubSpot/humanize.git";;"2019-02-07 15:25:36";"2019-02-07 15:25:36"
1264;1263;"6.0.1";"Human-friendly HSL";"git+ssh://git@github.com/husl-colors/husl.git";"http://www.husl-colors.org";"2019-02-07 15:25:36";"2019-02-07 15:25:36"
1265;1264;"1.0.1";"A multi-transport Hydna client library with support for WebSockets, Flash and Comet";"https://github.com/hydna/hydnajs.git";"https://www.hydna.com";"2019-02-07 15:25:37";"2019-02-07 15:25:37"
1266;1265;"3.11.0";"Framework that gives you the tools to write your application using modules or widgets and make easy to work with them.";"https://github.com/tcorral/Hydra.js.git";"http://tcorral.github.com/Hydra.js/";"2019-02-07 15:25:37";"2019-02-07 15:25:37"
1267;1266;"1.2.9";"1kb JavaScript library for building modern UI applications";"git+https://github.com/hyperapp/hyperapp.git";;"2019-02-07 15:25:38";"2019-02-07 15:25:38"
1268;1267;"0.9.22";"Capture form validation back from the browser";"https://github.com/hyperform/hyperform.git";"https://hyperform.js.org/";"2019-02-07 15:25:39";"2019-02-07 15:25:39"
1269;1268;"5.3.0";"Hyphenator.js is a free open source Javascript library that automatically hyphenates text on websites.";"https://github.com/mnater/Hyphenator";;"2019-02-07 15:25:40";"2019-02-07 15:25:40"
